true_label,pred_label,prob_0,prob_1
0,0,0.5071807,0.49281934
0,1,0.4913446,0.50865537
0,0,0.525818,0.47418204
0,0,0.54624647,0.45375347
0,0,0.5355501,0.46444988
0,1,0.45080763,0.54919237
0,0,0.55704623,0.44295382
0,1,0.4637236,0.5362764
0,1,0.43762928,0.5623707
0,1,0.49203607,0.50796396
0,1,0.49124795,0.50875205
0,0,0.54584724,0.45415276
0,1,0.46963596,0.53036404
0,1,0.49647543,0.5035246
1,0,0.5483316,0.45166838
1,1,0.41289505,0.5871049
1,0,0.5114246,0.48857537
1,1,0.45758393,0.54241604
1,0,0.5424312,0.45756885
1,1,0.49244148,0.5075585
1,1,0.46325648,0.5367435
1,1,0.42475724,0.5752427
1,0,0.5666507,0.4333493
1,1,0.455592,0.544408
1,0,0.50700897,0.49299106
1,1,0.47259364,0.52740633
1,0,0.50967216,0.4903278
1,0,0.5174456,0.48255438
1,0,0.55105746,0.4489425
1,0,0.5179621,0.4820379
1,0,0.5065802,0.49341986
1,0,0.53145444,0.46854553
1,1,0.4760958,0.5239042
1,0,0.57770365,0.42229632
1,0,0.5176034,0.48239663
1,0,0.554575,0.445425
1,1,0.3402607,0.65973926
1,1,0.4785846,0.5214154
1,0,0.61354977,0.3864503
1,0,0.52422225,0.47577772
1,1,0.45165762,0.5483424
1,0,0.5255159,0.47448403
1,1,0.4302589,0.5697411
1,0,0.52031237,0.47968763
1,0,0.50282335,0.49717662
1,1,0.49240348,0.5075965
1,0,0.5279356,0.47206432
1,1,0.41159898,0.5884011
1,0,0.51271033,0.48728964
1,0,0.5177752,0.4822248
1,0,0.56574255,0.43425742
1,1,0.45377004,0.54623
1,0,0.5234598,0.47654018
1,1,0.43508086,0.5649191
1,0,0.54073846,0.45926148
1,0,0.5826835,0.41731647
1,1,0.4211168,0.5788832
1,1,0.4968555,0.50314456
1,0,0.52497756,0.4750224
1,0,0.5038687,0.4961313
1,0,0.5067942,0.49320576
1,0,0.53819364,0.46180636
1,1,0.3775809,0.62241906
1,1,0.48560452,0.5143955
1,1,0.47240284,0.5275971
1,0,0.5105681,0.4894319
1,1,0.48205525,0.5179448
1,1,0.4934284,0.5065716
1,0,0.50832075,0.49167922
1,0,0.5673784,0.43262157
1,0,0.51764184,0.48235816
1,1,0.44857475,0.5514252
1,0,0.5131308,0.4868692
1,1,0.48344266,0.51655734
1,1,0.4958684,0.5041316
1,0,0.5239891,0.47601095
1,0,0.6018599,0.39814007
Precision: 0.4074,,,
Recall: 0.4867,,,
F1 Score: 0.4435,,,
Accuracy: 0.4792,,,
AUC: 0.4917,,,
