slide,ground_truth,prediction,prob_class_0,prob_class_1
V-5,1,1,0.3732699,0.62673014
V-6,1,1,0.379069,0.62093097
V-7,1,0,0.5697582,0.4302418
X-1,1,1,0.21438576,0.78561425
X-2,1,1,0.22743441,0.7725656
X-3,1,1,0.3348403,0.66515964
X-4,1,0,0.62658817,0.3734119
X-5,1,1,0.32607135,0.6739287
X-6,1,1,0.3637934,0.63620657
Z-1,1,0,0.70140123,0.2985988
Z-2,1,0,0.7101483,0.28985178
Z-3,1,0,0.9296587,0.0703413
Z-4,1,0,0.9742167,0.025783313
Z-5,1,0,0.7246778,0.27532217
Z-6,1,1,0.34734163,0.6526584
Z-7,1,0,0.7317105,0.26828948
CC-1,1,0,0.5097353,0.49026477
CC-2,1,1,0.4945227,0.5054773
CC-3,1,0,0.8527979,0.14720209
CC-4,1,1,0.0208205,0.97917956
CC-5,1,1,0.028015388,0.9719846
A-1,1,0,0.8256497,0.17435038
EE-1,1,0,0.7029269,0.29707316
EE-2,1,0,0.738599,0.261401
EE-3,1,0,0.7807558,0.21924423
(A1),1,0,0.5955283,0.40447173
1D),1,0,0.6554466,0.34455338
(A1),1,0,0.85059136,0.14940858
(B1),1,0,0.878166,0.12183394
(A1-1),1,0,0.93744534,0.06255465
GG-1,1,0,0.68871146,0.3112885
GG-2,1,0,0.91605777,0.083942264
B-1,1,0,0.51363224,0.48636773
B-2,1,0,0.5294478,0.47055218
B-3,1,1,0.33463863,0.66536134
B-4,1,0,0.5145684,0.48543158
E-1,1,1,0.19153817,0.80846184
E-2,1,1,0.27205673,0.72794324
E-3,1,1,0.17997497,0.82002497
E-4,1,1,0.41129944,0.58870053
F-1,1,1,0.12759088,0.8724091
F-2,1,1,0.21032412,0.7896758
F-3,1,0,0.50723165,0.49276832
F-4,1,1,0.14983582,0.8501641
F-5,1,1,0.29586872,0.7041313
G-1,1,0,0.59883916,0.40116084
G-2,1,0,0.55506647,0.44493356
G-3,1,0,0.514996,0.48500395
G-4,1,0,0.8871829,0.11281717
G-5,1,0,0.6358879,0.3641121
C-1,1,1,0.18360387,0.81639606
C-10,1,1,0.12860157,0.87139845
C-2,1,1,0.18196969,0.81803036
C-3,1,1,0.21045315,0.7895469
C-4,1,1,0.3128452,0.68715477
C-5,1,1,0.39444184,0.60555816
C-6,1,1,0.040293153,0.95970684
C-7,1,1,0.0075524286,0.99244756
C-8,1,1,0.047868416,0.95213157
C-9,1,1,0.03895488,0.9610451
K-1,1,1,0.20858276,0.7914173
O-1,1,1,0.25169134,0.74830866
O-4,1,1,0.38821253,0.6117875
S-1,1,1,0.107251905,0.89274806
S-2,1,1,0.35940948,0.64059055
S-3,1,1,0.22286062,0.77713937
S-4,1,1,0.062797405,0.93720263
S-5,1,1,0.37727907,0.6227209
S-6,1,1,0.10952398,0.890476
S-7,1,1,0.25322777,0.7467722
S-8,1,1,0.14404868,0.8559513
S-9,1,1,0.2141522,0.78584784
T-1,1,1,0.23103853,0.7689614
T-2,1,1,0.1602691,0.8397309
T-3,1,1,0.14441995,0.8555801
T-4,1,1,0.175422,0.824578
W-1,1,1,0.096996516,0.90300345
W-2,1,1,0.10905141,0.89094853
W-3,1,1,0.13233706,0.8676629
W-4,1,1,0.13979883,0.8602012
W-5,1,1,0.15811734,0.84188265
Y-1,1,1,0.17702925,0.8229707
AA-1,1,1,0.40962577,0.5903743
BB-1,1,1,0.10249769,0.89750224
BB-2,1,1,0.090672545,0.90932745
BB-3,1,1,0.09001601,0.90998393
BB-4,1,1,0.12308446,0.8769155
BB-5,1,1,0.17347133,0.8265287
DD-1,1,0,0.581574,0.418426
FF-1,1,1,0.16833395,0.831666
FF-2,1,1,0.032092523,0.9679074
FF-3,1,1,0.059632827,0.9403672
FF-4,1,1,0.07053502,0.929465
FF-5,1,1,0.072511524,0.9274884
(A1-3),1,1,0.3970653,0.6029347
