true_label,pred_label,prob_0,prob_1
0,1,0.41949877,0.58050126
0,0,0.626183,0.37381706
0,0,0.65972835,0.34027162
0,0,0.61900324,0.3809968
0,1,0.3543629,0.6456371
0,1,0.39846346,0.6015365
0,0,0.68479156,0.31520844
0,1,0.45232362,0.5476764
0,0,0.64844507,0.35155493
0,1,0.459607,0.540393
0,1,0.40028507,0.599715
0,0,0.67019475,0.32980528
0,1,0.35634044,0.6436596
0,1,0.45067596,0.549324
0,0,0.5131691,0.48683086
0,0,0.55170184,0.4482981
0,0,0.69496953,0.30503047
0,0,0.5152622,0.4847378
0,1,0.39878562,0.60121435
0,0,0.5359638,0.46403623
0,0,0.56920326,0.4307967
0,0,0.65871453,0.34128547
0,1,0.48360562,0.5163944
0,1,0.40678868,0.59321135
0,1,0.37875468,0.62124527
0,1,0.49354944,0.50645053
0,0,0.54600626,0.45399368
0,1,0.3530332,0.6469668
0,0,0.5966881,0.4033119
0,1,0.47689393,0.5231061
0,1,0.43166402,0.568336
0,0,0.60417277,0.39582717
0,1,0.39719543,0.6028046
0,1,0.3769875,0.6230125
0,0,0.59631336,0.40368664
0,1,0.4940531,0.50594693
0,0,0.5077772,0.4922228
0,1,0.4785205,0.5214795
0,1,0.48037025,0.5196297
0,0,0.5157383,0.48426172
0,0,0.6345208,0.3654792
0,0,0.5669293,0.43307066
0,1,0.3373772,0.6626228
0,1,0.3083341,0.69166595
0,0,0.5805969,0.41940314
0,1,0.3864692,0.6135308
0,1,0.4915088,0.50849116
0,0,0.598388,0.40161192
0,1,0.3834706,0.6165294
0,1,0.4787061,0.52129394
0,0,0.5132404,0.48675963
0,1,0.4881335,0.5118665
0,0,0.6688766,0.3311234
0,0,0.68740445,0.3125956
0,1,0.45244196,0.54755807
0,0,0.558542,0.441458
0,1,0.3714702,0.6285297
0,0,0.5612581,0.43874192
0,0,0.64242345,0.35757655
0,1,0.38367906,0.6163209
0,1,0.3635015,0.63649845
0,1,0.46631673,0.53368324
0,0,0.6934642,0.3065358
1,0,0.567819,0.43218097
1,1,0.24238977,0.75761026
1,0,0.54088986,0.45911017
1,0,0.53411746,0.46588254
1,0,0.5315312,0.46846873
1,1,0.38401434,0.61598563
1,0,0.5791473,0.42085272
1,1,0.42716998,0.57283
1,1,0.46116543,0.5388346
1,0,0.5747283,0.42527172
1,1,0.49671596,0.50328404
1,1,0.3994453,0.6005547
1,0,0.5773721,0.42262787
1,1,0.49716195,0.5028381
1,1,0.45183986,0.54816014
1,1,0.47270522,0.52729475
1,0,0.5991974,0.40080258
1,0,0.50176966,0.49823034
1,1,0.45162168,0.54837835
1,0,0.65812516,0.3418748
1,1,0.44988564,0.55011433
1,0,0.5232792,0.47672084
1,1,0.35138804,0.648612
1,1,0.42983294,0.57016706
1,1,0.48223907,0.517761
1,1,0.3448383,0.65516174
1,1,0.39506096,0.6049391
1,1,0.4682501,0.5317499
1,0,0.5902168,0.40978315
1,0,0.5383711,0.4616289
1,0,0.50889975,0.49110025
1,1,0.49130428,0.5086957
1,0,0.6067477,0.39325228
1,0,0.5000531,0.49994692
1,0,0.5138329,0.48616707
1,1,0.32864547,0.6713545
1,0,0.5758472,0.42415282
1,0,0.5855795,0.41442046
1,0,0.5236337,0.47636625
1,1,0.39159063,0.6084094
1,1,0.35333207,0.6466679
1,0,0.6121597,0.38784027
1,0,0.58075905,0.41924095
1,0,0.5635209,0.4364791
1,1,0.46768284,0.53231716
1,1,0.26860812,0.7313919
1,0,0.50004447,0.49995553
1,0,0.5969398,0.40306017
1,0,0.5828696,0.41713035
1,1,0.31979957,0.68020046
0,0,0.565583,0.43441698
0,0,0.5372065,0.46279353
0,1,0.45293212,0.5470679
0,0,0.61260396,0.38739598
0,1,0.39540327,0.60459673
0,1,0.35418728,0.6458127
0,1,0.37418526,0.62581474
0,0,0.62602615,0.37397382
0,1,0.49028516,0.5097148
0,0,0.634993,0.36500695
0,1,0.44894746,0.5510526
0,0,0.56375617,0.43624386
0,1,0.32088897,0.679111
0,1,0.49474913,0.5052509
0,1,0.3577724,0.64222753
0,0,0.5448118,0.45518818
0,1,0.35987797,0.640122
0,0,0.5749147,0.4250853
0,0,0.5589707,0.44102937
0,0,0.61197674,0.38802326
0,1,0.32096753,0.67903244
0,1,0.46744832,0.53255165
0,0,0.5532501,0.44674987
0,1,0.49823382,0.50176615
0,1,0.4821013,0.51789874
0,1,0.34130183,0.65869814
0,1,0.35350543,0.64649457
0,0,0.5801854,0.4198146
0,0,0.57653177,0.42346823
0,1,0.48953274,0.5104673
0,0,0.6574073,0.34259275
0,0,0.5069374,0.49306265
0,0,0.5053694,0.49463055
0,0,0.57698095,0.42301908
0,0,0.5706304,0.42936957
0,0,0.6652407,0.33475927
0,1,0.37146524,0.6285348
0,0,0.59887135,0.40112868
0,1,0.42794666,0.5720533
0,1,0.49224108,0.5077589
0,0,0.66325474,0.33674526
0,0,0.53520244,0.4647976
0,1,0.35698217,0.64301777
0,0,0.58935946,0.41064054
0,0,0.52870643,0.47129357
0,0,0.50365686,0.49634308
0,1,0.44690883,0.55309117
0,1,0.41468406,0.58531594
0,0,0.619658,0.38034204
0,1,0.44828305,0.5517169
0,0,0.57190573,0.42809424
0,1,0.24130492,0.7586951
0,1,0.4702437,0.52975637
0,1,0.47623783,0.5237622
0,1,0.37535334,0.62464666
0,1,0.4949651,0.50503486
0,0,0.5478475,0.45215246
0,1,0.46396643,0.5360336
0,0,0.5924749,0.4075251
0,0,0.5190418,0.48095825
0,1,0.36375484,0.6362452
0,0,0.5977915,0.40220854
0,0,0.5055545,0.49444547
0,0,0.5483688,0.45163122
0,0,0.50357777,0.49642217
0,0,0.55922645,0.4407736
0,0,0.62712294,0.37287703
0,1,0.47956926,0.52043074
0,0,0.5295505,0.47044954
0,1,0.42237207,0.5776279
0,1,0.38002223,0.6199778
0,1,0.4104283,0.5895717
0,0,0.5464164,0.45358354
0,0,0.6088294,0.39117068
0,0,0.62424153,0.3757584
0,0,0.59788895,0.40211108
0,0,0.6706432,0.3293568
0,0,0.50309914,0.49690086
0,1,0.44166654,0.55833346
0,1,0.4810888,0.5189112
0,1,0.4389892,0.5610108
0,1,0.4760245,0.52397543
0,0,0.7072923,0.29270768
0,1,0.46448937,0.5355106
0,0,0.55611396,0.44388604
0,1,0.4899509,0.5100491
0,1,0.4382711,0.5617289
0,1,0.45239717,0.5476029
0,1,0.4723091,0.5276909
1,0,0.61787707,0.38212293
1,0,0.6243607,0.37563935
1,1,0.39891598,0.601084
1,1,0.4618971,0.53810287
1,0,0.52879655,0.47120345
1,1,0.24886987,0.75113016
1,0,0.5299086,0.47009143
1,1,0.42722327,0.5727767
1,1,0.4910311,0.5089689
1,1,0.49758357,0.50241643
1,1,0.466077,0.53392303
1,1,0.41929796,0.58070207
1,1,0.3249322,0.6750678
1,1,0.39794397,0.602056
1,1,0.26976326,0.7302367
1,1,0.4520363,0.54796374
1,0,0.5206469,0.47935304
1,0,0.51982886,0.48017114
1,1,0.46033606,0.5396639
1,1,0.40882182,0.5911782
1,0,0.5847181,0.41528192
1,0,0.59082735,0.40917265
1,0,0.6249092,0.37509078
1,0,0.6572233,0.34277672
1,1,0.42041555,0.5795845
1,1,0.43879706,0.56120294
1,0,0.5623543,0.4376457
1,0,0.5585106,0.44148937
1,1,0.33302817,0.6669718
1,1,0.38002208,0.61997795
1,1,0.4719778,0.5280222
1,0,0.51972437,0.48027563
1,0,0.55411196,0.44588804
1,0,0.6075324,0.39246756
1,0,0.5390933,0.4609067
1,1,0.39805084,0.60194916
1,1,0.35191932,0.64808065
1,1,0.30198702,0.698013
1,1,0.49371368,0.5062863
1,1,0.37023044,0.62976956
1,0,0.55898744,0.44101253
1,1,0.49082017,0.5091799
1,1,0.4498177,0.55018234
1,1,0.41321102,0.58678895
1,1,0.45916253,0.54083747
1,0,0.53747,0.46253005
1,0,0.6605238,0.3394763
1,0,0.5285765,0.47142357
1,1,0.42275438,0.5772456
1,0,0.54750454,0.45249552
1,1,0.48091617,0.5190838
1,0,0.6218403,0.37815967
1,0,0.5164737,0.48352635
1,1,0.4869965,0.51300347
1,0,0.7854877,0.21451227
1,1,0.47034672,0.5296533
1,0,0.56786937,0.43213063
1,0,0.52996564,0.4700344
1,1,0.4033165,0.5966835
1,1,0.3946871,0.60531294
1,0,0.5600848,0.43991518
1,1,0.45813152,0.5418685
1,0,0.55665183,0.44334817

Precision: 0.4338
Recall: 0.5221
F1 Score: 0.4739
Accuracy: 0.5057
AUC: 0.53840,1,0.39444497,0.60555506
