true_label,pred_label,prob_0,prob_1
0,0,0.5297004,0.4702996
0,0,0.69596374,0.3040363
0,1,0.34322974,0.6567703
0,0,0.609051,0.39094895
0,1,0.4222306,0.5777694
0,1,0.4671544,0.53284556
0,0,0.72867656,0.27132344
0,1,0.49903283,0.50096714
0,1,0.35572442,0.64427555
0,0,0.6266471,0.3733529
0,0,0.5080343,0.4919657
0,0,0.58030915,0.41969085
0,1,0.44761664,0.55238336
0,1,0.42868167,0.5713183
0,0,0.5983645,0.40163553
0,1,0.46767378,0.5323263
0,1,0.4879718,0.5120282
0,1,0.23607047,0.76392955
0,1,0.4609418,0.5390582
0,1,0.45310313,0.5468969
0,1,0.4096901,0.59030986
0,1,0.4953713,0.50462866
0,1,0.4929266,0.50707334
0,1,0.45226586,0.5477342
0,0,0.58024323,0.41975674
0,0,0.54673326,0.4532667
0,1,0.41085657,0.5891434
0,0,0.61260486,0.38739508
0,0,0.5027242,0.49727586
0,0,0.5723779,0.42762214
0,1,0.4921174,0.50788265
0,0,0.553746,0.44625407
0,0,0.59309727,0.40690276
0,1,0.4309723,0.56902766
0,0,0.5072792,0.49272078
0,1,0.46960258,0.53039736
0,1,0.41018662,0.5898134
0,1,0.38782677,0.61217326
0,0,0.55269235,0.44730765
0,0,0.6055732,0.39442685
0,0,0.5931293,0.40687072
0,0,0.6352496,0.36475036
0,0,0.6806841,0.31931588
0,0,0.5294184,0.47058165
0,1,0.47636282,0.5236372
0,0,0.5107862,0.48921376
0,0,0.5119594,0.48804066
0,1,0.46969527,0.5303048
0,0,0.7093508,0.2906492
0,1,0.3398436,0.66015637
0,0,0.54838973,0.45161027
0,1,0.4903538,0.50964624
0,1,0.44761243,0.55238754
0,1,0.43165886,0.56834114
0,1,0.46329662,0.5367034
1,0,0.61087275,0.38912722
1,0,0.64866465,0.35133538
1,1,0.4054499,0.5945501
1,1,0.49192196,0.50807804
1,1,0.46753147,0.5324685
1,1,0.24301882,0.7569812
1,0,0.5291704,0.47082958
1,1,0.46892053,0.5310795
1,1,0.49372992,0.50627005
1,0,0.50405186,0.4959481
1,1,0.4821477,0.51785225
1,1,0.41717467,0.58282536
1,1,0.30238852,0.6976115
1,1,0.40261588,0.59738415
1,1,0.27395353,0.72604644
1,1,0.48559105,0.51440895
1,0,0.5499472,0.4500528
1,1,0.45850417,0.54149586
1,1,0.44531444,0.5546856
1,1,0.39994043,0.60005957
1,0,0.5708831,0.42911685
1,0,0.54579824,0.4542018
1,0,0.6153945,0.38460556
1,0,0.68589365,0.31410632
1,1,0.41432434,0.58567566
1,0,0.54140985,0.45859015
1,0,0.52630764,0.4736924
1,0,0.5522252,0.44777483
1,1,0.35332468,0.64667535
1,1,0.38996497,0.610035
1,1,0.4126945,0.5873055
1,0,0.5143968,0.48560324
1,0,0.54107314,0.45892686
1,0,0.61759484,0.3824051
1,0,0.52570945,0.47429052
1,1,0.35600764,0.6439923
1,1,0.363573,0.636427
1,1,0.40979233,0.59020764
1,1,0.4594096,0.5405904
1,1,0.37164366,0.6283563
1,0,0.54136384,0.45863616
1,1,0.49141088,0.50858915
1,1,0.41219026,0.58780974
1,1,0.4379506,0.56204945
1,1,0.45316228,0.5468377
1,0,0.5468277,0.45317227
1,0,0.66775954,0.33224046
1,0,0.5243328,0.4756672
1,1,0.38765463,0.6123454
1,0,0.56378645,0.43621358
1,1,0.49269262,0.50730735
1,0,0.6492942,0.35070577
1,0,0.53903127,0.46096873
1,0,0.5130594,0.4869406
1,0,0.82379335,0.1762066
1,0,0.60077226,0.3992278
1,0,0.5597904,0.44020957
1,0,0.5495501,0.45044982
1,1,0.37154734,0.6284527
1,1,0.35879102,0.641209
1,1,0.48824242,0.5117576
1,0,0.5074233,0.49257675
1,0,0.5436756,0.4563244
Precision: 0.4307
Recall: 0.5221
F1 Score: 0.4720
Accuracy: 0.5019
AUC: 0.5400
